,19대 대선,20대 대통령 선거,4.15 총선,4.7 재보선,6.13 지방선거,IT/과학,경제,국제,국회의원 선거,기타,대통령 선거,문화,사회,새정부,정치,정치인(공직자)과 관련된 사실,정치인(공직자)의 발언,지방 선거,코로나 바이러스,코로나백신,JTBC,KBS,MBC,MBN,SBS,TV조선,YTN,국민일보,노컷뉴스,뉴스1,뉴스톱,뉴스포스트,뉴시스,동아사이언스,동아일보,매일경제,머니투데이,문화일보,서울신문,세계일보,시사위크,시사저널,아시아경제,아이뉴스24,에너지경제,연합뉴스,오마이뉴스,이데일리,전북일보,조선일보,중부일보,중앙일보,채널A,파이낸셜뉴스,한겨레,한국경제신문,한국일보,SNS 등 온라인 매체,SNS 이용자,"SNS, 온라인 커뮤니티","SNS, 인터넷 커뮤니티","SNS, 인터넷 커뮤니티, 유튜브","SNS, 인터넷 커뮤니티, 유튜브, 언론사 자체 제보",SNS와 커뮤니티 이용자,가로세로연구소,강효상,관련인 없음,김문수,김성태,김진태,나경원,네이버 카페 이용자,네이버뉴스 댓글 이용자,다수 언론 매체,"다수 언론 매체, 온라인 커뮤니티",더불어민주당,문재인,민경욱,박원순,발언인 없음,배현진,보수 유튜버,심상정,심재철,안철수,언론 보도,언론 보도 및 온라인 커뮤니티 이용자,언론보도,언론보도 및 댓글,언론사 자체 문제 제기,언론사 자체 문제제기,오세훈,온라인 뉴스 댓글 이용자,온라인 커뮤니티,온라인 커뮤니티 및 기사 댓글,온라인 커뮤니티 이용자,"온라인 커뮤니티, 언론 보도",원희룡,유승민,유튜버 및 온라인 커뮤니티 이용자,유튜브 이용자,윤석열,이낙연,이명박,이언주,이재명,이준석,이해찬,인터넷 뉴스 댓글 이용자,인터넷 루머,인터넷 이용자,인터넷 커뮤니티,인터넷 커뮤니티 및 SNS,인터넷 커뮤니티 이용자,자유한국당,전광훈,전두환,조국,주호영,청와대,청와대 국민청원,추미애,트럼프,페이스북 이용자,하태경,한국유치원총연합회,홍남기,홍준표,황교안
"SNS, 온라인 커뮤니티",-0.05879303266170794,-0.015354073936665645,-0.030760236085567112,0.0108013062492721,-0.026670239470903054,0.05216957733611305,-0.056822616820867665,-0.011324075052286987,-0.030409542398486568,0.1274712594510433,-0.05692175837184654,0.024465121173446135,0.050599138845684836,-0.01641277815881385,-0.10540801127326882,0.0036108285448553127,-0.14100890191577528,0.012469025754277305,0.17213570864166744,0.15120402876919806,0.07308560208594796,0.00042364487398108725,-0.036247991685072,0.06851475939288922,-0.004437468902993205,-0.02089820478917542,0.05942514828601838,-0.00642163073567139,-0.023080430344483403,-0.02327986918039622,0.0034947122644448706,0.03773825379925663,-0.0164127781588138,-0.00786663367144904,-0.007866633671449026,-0.030055084935988966,-0.052678596750378615,-0.025029427952715934,-0.026269092421707625,-0.00148849508954456,0.0034003334081721026,-0.006421630735671363,-0.008725648389661746,-0.019008790914953957,-0.004539754903994669,0.034999155323137056,0.004732591922369058,-0.052196036422096186,-0.012860676071167277,-0.027456018568345057,-0.012027341325389613,-0.04084584959598142,0.13289023462895397,-0.02416968577322237,-0.007866633671449033,-0.003624092529274676,0.04217479905109774,-0.01822073618547783,-0.017638149193339753,1.0,-0.03040954239848655,-0.015090720844904815,-0.014385180625384091,-0.01509072084490484,-0.014385180625384126,-0.012027341325389617,-0.043189602151043775,-0.013643892697220383,-0.017036206604542997,-0.012860676071167263,-0.027456018568345064,-0.015765314316488244,-0.017638149193339798,-0.019334787737135543,-0.01286067607116728,-0.014385180625384113,-0.0478868600772971,-0.015090720844904837,-0.012027341325389613,-0.07974497872489483,-0.012027341325389605,-0.012027341325389605,-0.026670239470903127,-0.012860676071167311,-0.03915285205526595,-0.05980030928553318,-0.0150907208449048,-0.012860676071167266,-0.013643892697220425,-0.03471544689807398,-0.03772501709122442,-0.015090720844904829,-0.01202734132538961,-0.04668860375661291,-0.014385180625384093,-0.031107293729823616,-0.012860676071167266,-0.013643892697220416,-0.022356382730367125,-0.01202734132538961,-0.018785769130145347,-0.02586209930599524,-0.013643892697220428,-0.013643892697220373,-0.015090720844904815,-0.03376611590725144,-0.012027341325389618,-0.013643892697220418,-0.01986912021548167,-0.053986086447087744,-0.018220736185477843,-0.01576531431648822,-0.0208982047891754,-0.025029427952715986,-0.026670239470903148,-0.012860676071167252,-0.01878576913014526,-0.01509072084490485,-0.01641277815881382,-0.017036206604542987,-0.03311962368118342,-0.014385180625384075,-0.016412778158813823,-0.01438518062538409,-0.01576531431648827,-0.014385180625384075,-0.01576531431648827,-0.04788686007729711,-0.020898204789175426
"SNS, 인터넷 커뮤니티",-0.039111943130906913,0.015088395808511798,-0.02046318330599651,-0.011333301136500848,-0.017742321534521165,0.02885058544208944,-0.03930027015755496,-0.022795629556715782,-0.020229885057471256,0.09425989041311139,-0.021336883103906853,-0.02567009759753194,0.07751689268041068,-0.010918566655021542,-0.0781968980265173,-0.007898736030962989,-0.09695645336174542,-0.010918566655021522,0.05993668943948568,0.021683780569446878,-0.011274205424079305,-0.026981562750331037,-0.024113901345311817,-0.005196425891470559,-0.0067100414458757885,-0.013902487424919473,-0.026232717287552016,-0.004271976538213948,0.0021842763326601605,0.014552798146523854,-0.03843349806534334,0.038323289903418614,-0.010918566655021512,-0.005233261746502559,-0.0052332617465025546,-0.019994082965150234,-0.0350443273129317,-0.016650775072593733,-0.017475459291412462,-0.0211488820236793,-0.019514601998619315,-0.004271976538213935,-0.017742321534521203,-0.0010780907346915238,-0.0030200625413381583,0.10987033663608062,0.0908146182696496,-0.015669633860811102,-0.00855553810286977,-0.018265059450584237,-0.008001163890309505,-0.033707355781560235,0.02457670099685772,0.04184150956376771,-0.005233261746502556,0.04318423545162635,-0.024511114422748857,-0.012121306985305676,-0.011733742196184853,-0.03040954239848655,1.0,-0.010039070766878875,-0.00956971159805965,-0.010039070766878861,-0.00956971159805966,-0.008001163890309512,-0.028731793321461273,-0.00907657134015202,-0.011333301136500858,-0.008555538102869768,-0.01826505945058425,-0.010487842675769316,-0.011733742196184857,-0.01286242747119814,-0.008555538102869761,-0.009569711598059666,-0.031856634421935384,-0.010039070766878884,-0.00800116389030951,-0.0530501818269848,-0.00800116389030951,-0.008001163890309504,-0.017742321534521252,-0.008555538102869784,-0.02604635368632283,-0.03978203181734755,-0.010039070766878868,-0.008555538102869758,-0.00907657134015205,-0.023094379101927454,-0.025096489435651376,-0.010039070766878856,-0.008001163890309495,-0.031059496887960638,-0.009569711598059657,-0.020694062684568637,-0.008555538102869761,-0.009076571340152042,-0.014872537278254822,-0.008001163890309505,-0.012497193980727113,-0.017204707964669348,-0.009076571340152046,-0.009076571340152014,-0.010039070766878872,-0.022462838627750795,-0.0080011638903095,-0.009076571340152054,-0.013217891045025344,-0.03591413212392323,-0.012121306985305681,-0.010487842675769304,-0.01390248742491948,-0.01665077507259372,-0.017742321534521228,-0.008555538102869763,-0.012497193980727067,-0.010039070766878872,-0.010918566655021524,-0.011333301136500861,-0.022032761014200267,-0.009569711598059652,-0.010918566655021528,-0.009569711598059636,-0.010487842675769314,-0.009569711598059647,-0.010487842675769308,-0.03185663442193534,-0.013902487424919504
"SNS, 인터넷 커뮤니티, 유튜브",-0.019409283038724204,-0.015493033677842763,-0.010154844910927675,-0.005624145258781957,-0.008804618560499208,0.007762597570353916,-0.032237388763907374,-0.006381650706041908,-0.010039070766878887,0.059786815035759173,-0.025601644585557887,-0.012738773633275594,0.04488430903223354,-0.0054183334710625865,-0.061290373125769265,-0.003919743970786859,-0.04811459352531902,-0.00541833347106257,0.10589116810475345,-0.014172635112154407,-0.014000305464542503,-0.019609285065630026,-0.011966511988742911,-0.012163628788101469,0.01058530130130851,-0.006899102723416886,0.022955728907826198,-0.002119966310225635,0.017012928595558363,0.051943353803357954,0.006407292950032325,0.04046501829761998,-0.005418333471062568,-0.0025970036342513243,-0.0025970036342513195,-0.009922054091546128,-0.017390730638000215,-0.00826293915176828,-0.00867218830022015,-0.010495122571033971,-0.00968411189164235,-0.0021199663102256304,-0.008804618560499232,0.03098277130049411,-0.0014987045891146405,-0.02411803199396333,-0.01565158383708979,-0.02000500022164877,-0.004245681684272239,-0.00906402700088227,-0.0039705737469105315,-0.016727259156149938,-0.006201726525064831,0.04950677150202699,-0.0025970036342513212,-0.007833546310219331,0.0645156106459814,-0.006015192783688399,-0.0058228639427839336,-0.015090720844904815,-0.010039070766878875,1.0,-0.004748964795331928,-0.0049818840579710245,-0.0047489647953319275,-0.003970573746910543,-0.014258138669303084,-0.004504244178627108,-0.005624145258781965,-0.004245681684272243,-0.009064027000882277,-0.005204586902734551,-0.0058228639427839336,-0.006382973469714107,-0.00424568168427223,-0.004748964795331937,-0.01580883956818563,-0.004981884057971024,-0.00397057374691054,-0.026326127313323597,-0.003970573746910545,-0.003970573746910537,-0.00880461856049927,-0.004245681684272241,-0.012925490537059731,-0.019741814228305905,-0.0049818840579710175,-0.0042456816842722294,-0.0045042441786271375,-0.011460574563954513,-0.012454120857779376,-0.004981884057971013,-0.00397057374691053,-0.01541326044888895,-0.004748964795331926,-0.010269418691921202,-0.00424568168427223,-0.004504244178627133,-0.0073804894983475425,-0.003970573746910538,-0.006201726525064818,-0.008537828084050927,-0.004504244178627134,-0.004504244178627105,-0.004981884057971018,-0.011147172906238909,-0.003970573746910527,-0.004504244178627125,-0.006559372097910021,-0.01782237085869889,-0.006015192783688403,-0.005204586902734557,-0.006899102723416863,-0.008262939151768237,-0.00880461856049924,-0.004245681684272243,-0.006201726525064816,-0.0049818840579710175,-0.005418333471062573,-0.005624145258781948,-0.010933747096580642,-0.004748964795331939,-0.005418333471062591,-0.004748964795331918,-0.005204586902734555,-0.004748964795331923,-0.005204586902734558,-0.015808839568185653,-0.00689910272341688
"SNS, 인터넷 커뮤니티, 유튜브, 언론사 자체 제보",-0.018501836008418475,-0.014768684026527224,0.03805344223104168,-0.0053611981987124364,-0.008392974042267451,0.009898890060979848,-0.030730186120705553,-0.0248838666925371,0.03869208393851854,0.05699158722402633,-0.02440468453794794,-0.0121431945858585,0.026882683000800493,-0.005165008780618749,-0.0572000523001115,-0.02343067854541598,-0.04586507998472065,-0.005165008780618744,0.13360477187993938,0.09106694949502295,-0.013345745706110222,-0.018692487290888862,-0.01140703868178787,-0.011594939630470995,-0.016438750723814177,-0.006576547260360986,-0.012409340842131645,-0.002020850998819017,-0.014150982753544485,0.05519892097291714,-0.018180898761660756,0.1939504524480821,-0.005165008780618737,-0.00247558527835983,-0.0024755852783598267,-0.00945816583241041,-0.016577657489403586,-0.0078766199054618,-0.008266735326836984,-0.010004441498952223,-0.009231348203272935,-0.0020208509988190113,-0.008392974042267473,-0.010524727271274126,-0.0014286352812486972,-0.0010008767246058074,-0.014919821450802194,-0.019069701477940366,-0.0040471822740503665,-0.008640254295411888,-0.003784936526408614,-0.015945205454520817,0.07125428433400449,-0.007606063887267672,-0.0024755852783598276,-0.007467302574075748,-0.011594939630471002,-0.005733962981568264,-0.0055506261387284345,-0.014385180625384091,-0.00956971159805965,-0.004748964795331928,1.0,-0.004748964795331922,-0.00452693526482572,-0.003784936526408616,-0.013591524371014395,-0.0042936561318913415,-0.005361198198712441,-0.004047182274050366,-0.008640254295411891,-0.004961255558684821,-0.005550626138728438,-0.006084548725839961,-0.004047182274050359,-0.004526935264825722,-0.015069724965646855,-0.004748964795331922,-0.003784936526408616,-0.025095295344813442,-0.003784936526408615,-0.0037849365264086138,-0.008392974042267486,-0.004047182274050372,-0.012321181867867934,-0.01881882028470784,-0.004748964795331926,-0.0040471822740503595,-0.004293656131891349,-0.010924755475072764,-0.01187185025227006,-0.004748964795331919,-0.003784936526408607,-0.014692640455158787,-0.004526935264825716,-0.009789290009354343,-0.004047182274050362,-0.00429365613189135,-0.007035427639848419,-0.003784936526408614,-0.0059117756646075055,-0.008138656887223358,-0.004293656131891357,-0.004293656131891341,-0.00474896479533192,-0.010626006362895247,-0.0037849365264086094,-0.004293656131891353,-0.006252700145162332,-0.016989117127663784,-0.005733962981568263,-0.004961255558684831,-0.00657654726036099,-0.007876619905461818,-0.008392974042267477,-0.004047182274050364,-0.005911775664607471,-0.004748964795331927,-0.005165008780618747,-0.005361198198712431,-0.010422558903121344,-0.004526935264825721,-0.005165008780618742,-0.004526935264825712,-0.004961255558684831,-0.004526935264825715,-0.004961255558684825,-0.015069724965646838,-0.006576547260361
SNS와 커뮤니티 이용자,-0.019409283038724176,-0.015493033677842766,-0.01015484491092767,-0.005624145258781952,-0.008804618560499201,0.0077625975703539225,-0.03223738876390738,-0.026104328863015364,-0.010039070766878884,0.046776425454083066,-0.025601644585557866,-0.012738773633275604,0.03205113267061441,-0.005418333471062586,-0.0355930017575913,-0.003919743970786841,-0.048114593525319035,-0.005418333471062581,0.06781736076059935,-0.01417263511215441,-0.014000305464542534,0.030148294763567257,-0.01196651198874291,0.10285523036302249,-0.01724501100627879,-0.006899102723416875,0.022955728907826194,-0.0021199663102256347,-0.014845036428529374,-0.007685359124552686,-0.019072605000006623,-0.016727259156149938,-0.005418333471062567,-0.002597003634251315,-0.002597003634251313,-0.00992205409154611,-0.017390730638000198,-0.008262939151768275,-0.008672188300220141,-0.010495122571033981,-0.009684111891642361,-0.002119966310225631,0.043434548781072425,-0.011040926447547698,-0.0014987045891146403,0.017823906089582665,0.01470756348327924,-0.020005000221648788,-0.004245681684272223,-0.009064027000882295,-0.0039705737469105315,-0.016727259156149886,-0.006201726525064836,0.04950677150202701,-0.0025970036342513143,-0.007833546310219333,-0.012163628788101484,-0.006015192783688398,-0.005822863942783911,-0.01509072084490484,-0.010039070766878861,-0.0049818840579710245,-0.004748964795331922,1.0,-0.004748964795331932,-0.003970573746910524,-0.014258138669303082,-0.0045042441786271184,-0.005624145258781941,-0.00424568168427223,-0.009064027000882302,-0.005204586902734549,-0.005822863942783915,-0.006382973469714108,-0.0042456816842722294,-0.0047489647953319345,-0.015808839568185604,-0.00498188405797102,-0.003970573746910523,-0.026326127313323656,-0.003970573746910529,-0.003970573746910521,-0.008804618560499258,-0.004245681684272238,-0.01292549053705973,-0.019741814228305885,-0.004981884057971019,-0.004245681684272231,-0.004504244178627142,-0.011460574563954514,-0.012454120857779392,-0.004981884057971022,-0.003970573746910522,-0.015413260448888943,-0.004748964795331921,-0.010269418691921193,-0.004245681684272231,-0.004504244178627134,-0.007380489498347542,-0.00397057374691052,-0.006201726525064824,-0.008537828084050927,-0.004504244178627132,-0.004504244178627117,-0.004981884057971012,-0.011147172906238902,-0.003970573746910526,-0.004504244178627133,-0.006559372097910037,-0.01782237085869887,-0.006015192783688399,-0.005204586902734555,-0.006899102723416861,-0.00826293915176824,-0.008804618560499237,-0.0042456816842722294,-0.0062017265250648105,-0.004981884057971023,-0.0054183334710625735,-0.005624145258781947,-0.010933747096580643,-0.004748964795331929,-0.005418333471062577,-0.004748964795331931,-0.005204586902734559,-0.004748964795331923,-0.005204586902734557,-0.015808839568185636,-0.00689910272341688
가로세로연구소,-0.01850183600841842,-0.014768684026527262,0.038053442231041644,-0.005361198198712449,-0.00839297404226746,-0.01759252050887544,-0.03073018612070556,-0.02488386669253717,0.0386920839385185,0.04334926445702363,-0.024404684537947915,0.026350732251312965,0.026882683000800434,-0.005165008780618748,-0.030254522939333003,-0.0017670636736334404,-0.045865079984720614,-0.005165008780618759,0.053758558898095735,-0.013510018382908391,-0.013345745706110227,0.007394700947150392,-0.01140703868178788,-0.011594939630471012,-0.01643875072381419,-0.006576547260360992,0.13847464452055383,-0.00202085099881902,0.019254369087003582,-0.00732604362070364,0.08868907303204902,-0.015945205454520835,-0.005165008780618736,-0.0024755852783598237,-0.00247558527835982,-0.009458165832410421,-0.016577657489403586,-0.007876619905461811,-0.008266735326836992,-0.010004441498952237,-0.009231348203272947,-0.0020208509988190165,-0.008392974042267479,-0.010524727271274128,-0.0014286352812487011,-0.022990435654311147,-0.014919821450802225,-0.01906970147794034,-0.004047182274050371,-0.008640254295411877,-0.003784936526408624,-0.015945205454520814,-0.005911775664607502,-0.007606063887267689,-0.0024755852783598215,-0.007467302574075761,-0.011594939630471016,-0.00573396298156828,-0.0055506261387284345,-0.014385180625384126,-0.00956971159805966,-0.0047489647953319275,-0.00452693526482572,-0.004748964795331932,1.0,-0.003784936526408623,-0.013591524371014406,-0.004293656131891338,-0.00536119819871245,-0.004047182274050363,-0.008640254295411882,-0.00496125555868482,-0.005550626138728446,-0.006084548725839983,-0.004047182274050372,-0.004526935264825717,-0.015069724965646866,-0.004748964795331922,-0.0037849365264086225,-0.025095295344813414,-0.003784936526408614,-0.003784936526408617,-0.0083929740422675,-0.004047182274050374,-0.012321181867867933,-0.01881882028470786,-0.004748964795331922,-0.004047182274050371,-0.004293656131891361,-0.010924755475072793,-0.011871850252270078,-0.004748964795331931,-0.0037849365264086146,-0.014692640455158829,-0.004526935264825719,-0.009789290009354324,-0.004047182274050373,-0.004293656131891362,-0.007035427639848427,-0.003784936526408617,-0.005911775664607504,-0.008138656887223381,-0.004293656131891353,-0.004293656131891333,-0.004748964795331916,-0.010626006362895273,-0.003784936526408625,-0.004293656131891351,-0.006252700145162321,-0.01698911712766377,-0.005733962981568271,-0.004961255558684838,-0.006576547260360983,-0.007876619905461818,-0.008392974042267489,-0.0040471822740503665,-0.005911775664607483,-0.004748964795331934,-0.005165008780618752,-0.005361198198712439,-0.010422558903121366,-0.0045269352648257205,-0.005165008780618729,-0.004526935264825711,-0.004961255558684834,-0.004526935264825708,-0.0049612555586848305,-0.015069724965646842,-0.006576547260360986
강효상,-0.015469245928477163,-0.012347985634634994,-0.008093436165533499,-0.004482457490675893,-0.007017302470527041,-0.014708974078558784,-0.0044275621774117055,0.0038961074498496456,-0.00800116389030951,-0.06641219714640571,-0.020404573186825675,-0.010152833660428484,-0.04020706606721975,-0.004318424993810406,0.05355576143870017,0.05803600927799575,0.030721535373479512,-0.0043184249938104215,-0.02181169136592279,-0.01129562475682774,-0.01115827760730359,0.015530354647954311,-0.009537339245896408,-0.00969444181582795,-0.013744315839136616,-0.005498601700095466,0.03467927392631364,-0.001689618320652948,0.06796836524424718,-0.0061252499697787505,0.01671093715175766,-0.01333166635159059,-0.004318424993810408,-0.0020698182315766526,-0.0020698182315766534,-0.007907901314621152,0.020736113392173246,-0.006585582660406639,-0.0069117552300369,-0.008364638290704675,-0.007718260800866472,-0.0016896183206529477,-0.007017302470527072,-0.008799645311709096,-0.0011944712134341585,-0.01922213033223027,-0.012474350498318928,0.014687837360122418,-0.0033838186591953353,-0.007224051630308129,-0.00316455696202532,-0.013331666351590544,-0.0049427911688434524,-0.006359372808531959,-0.0020698182315766604,-0.006243355518239903,-0.009694441815827968,-0.004794123321939788,-0.004640836766575812,-0.012027341325389617,-0.008001163890309512,-0.003970573746910543,-0.003784936526408616,-0.003970573746910524,-0.003784936526408623,1.0,-0.011363771300450794,-0.0035898935979283594,-0.004482457490675844,-0.00338381865919535,-0.007224051630308132,-0.004148068457443902,-0.004640836766575799,-0.005087245425859076,-0.003383818659195357,-0.003784936526408614,-0.012599683699608701,-0.003970573746910535,-0.0031645569620252995,-0.02098198768814366,-0.0031645569620253064,-0.0031645569620253164,-0.007017302470527079,-0.0033838186591953487,-0.01030164748821787,-0.015734274097743816,-0.003970573746910537,-0.00338381865919536,-0.003589893597928363,-0.009134105884166509,-0.009925964703981762,-0.003970573746910526,-0.0031645569620253194,-0.012284406176561586,-0.0037849365264086203,-0.008184751748474302,-0.0033838186591953574,-0.003589893597928356,-0.005882268134000422,-0.003164556962025315,-0.0049427911688434195,-0.006804669809994452,-0.003589893597928352,-0.00358989359792836,-0.003970573746910528,-0.008884323998461478,-0.0031645569620253194,-0.0035898935979283577,-0.0052278355628345,-0.014204473049915513,-0.0047941233219397725,-0.004148068457443905,-0.005498601700095477,-0.006585582660406627,-0.007017302470527053,-0.0033838186591953648,-0.0049427911688434256,-0.003970573746910516,-0.004318424993810424,-0.0044824574906758745,-0.00871422310753723,-0.0037849365264086103,-0.004318424993810424,-0.003784936526408631,-0.0041480684574439035,-0.003784936526408582,-0.004148068457443902,-0.012599683699608687,-0.0054986017000954734
관련인 없음,-0.019220423321651196,-0.04434102038834529,-0.029063138607894713,-0.01609628848501858,-0.02519879445308596,0.14641363521508177,0.07363122912365248,0.018068952284528907,-0.02873179332146111,0.15698581646685583,-0.04429737296522102,0.029962885010257338,-0.06278281231908574,0.045342612397252034,-0.09130014822535591,-0.04791918969415788,-0.13271486007047306,-0.015507255706468713,-0.07832473086524336,-0.04056204327260707,0.130262098048308,-0.05612172070209005,0.008019166057731468,-0.034812272619068496,0.031210624071497713,-0.019745213292721064,-0.03725740453912798,0.14868464667059145,-0.04248645401736458,0.08589126798275507,0.04683645461033202,-0.047873370361591686,0.04534261239725207,0.11895035524381839,-0.007432617361416563,0.005290733403892359,-0.01978456037312765,0.05677454415194774,0.01354670648937892,-0.014076253152881328,-0.027715901982736796,-0.006067337833180808,-0.025198794453086006,0.1965024155799832,-0.004289288471442341,-0.069025742188924,-0.0008515366897064517,-0.004151980558591174,-0.012151129471432981,-0.02594122070627298,-0.011363771300450857,-0.04787337036159157,-0.01774932450344553,-0.022836200794506215,-0.00743261736141647,-0.022419588305112877,0.0068086503021130024,-0.01721546544127131,-0.016665020819956772,-0.043189602151043775,-0.028731793321461273,-0.014258138669303084,-0.013591524371014395,-0.014258138669303082,-0.013591524371014406,-0.011363771300450794,1.0,-0.01289113462938014,-0.01609628848501847,-0.012151129471432957,-0.025941220706272635,-0.01489551360732602,-0.01666502081995682,-0.018268052767717768,-0.012151129471432973,-0.013591524371014404,-0.04524485599043745,-0.014258138669303035,-0.0113637713004509,-0.07534530500735279,-0.011363771300450826,-0.011363771300450827,-0.02519879445308609,-0.012151129471432926,-0.03699271887937499,-0.05650101880641644,-0.01425813866930306,-0.012151129471433006,-0.012891134629380126,-0.032800133335359506,-0.03564366013503717,-0.0142581386693031,-0.01136377130045085,-0.04411270962332419,-0.013591524371014413,-0.029391048458518136,-0.012151129471432999,-0.012891134629380114,-0.021122940937656633,-0.011363771300450852,-0.017749324503445386,-0.024435240832691545,-0.012891134629380133,-0.012891134629380064,-0.014258138669303028,-0.03190317864052895,-0.011363771300450838,-0.012891134629380064,-0.018772905163442988,-0.05100757708571938,-0.017215465441271276,-0.014895513607326062,-0.019745213292721036,-0.023648509453651795,-0.025198794453085996,-0.012151129471432997,-0.017749324503445314,-0.014258138669303104,-0.015507255706468688,-0.01609628848501851,-0.03129235455182962,-0.013591524371014404,-0.015507255706468763,-0.013591524371014373,-0.014895513607326008,-0.013591524371014347,-0.014895513607326027,-0.04524485599043744,-0.019745213292721032
김문수,-0.017548411227800615,-0.014007633646359586,-0.009181245597581374,-0.005084928361809192,0.22294526403571618,-0.016685953993041076,-0.010383535447084407,0.019987178205601523,-0.009076571340151995,-0.07533841994983513,-0.023147077941983393,-0.011517439248455606,-0.007119353158111007,-0.004898848851338811,0.0607539972982258,-0.022223263803348065,0.09361492737659544,-0.004898848851338753,-0.024743321777466736,-0.012813828755727199,-0.012658021273451815,0.06474702846776015,-0.010819218459636166,-0.010997436616800953,0.015162003245268013,-0.0062376488328708965,-0.011769870626060197,-0.001916713797552396,0.09219133201761882,-0.006948522626101454,-0.017244012313992377,-0.015123527324552197,-0.004898848851338798,-0.002348015001018339,-0.002348015001018331,-0.008970773679560834,-0.015723388245648603,-0.007470726965866082,-0.007840739208839376,-0.009488899017816703,-0.008755644271430297,-0.0019167137975524063,0.049765961505288926,-0.00998237375646024,-0.0013550157615973665,-0.021805707227356825,0.019397127000852128,-0.01808701381711686,-0.003838625465417917,-0.008195010236804145,-0.00358989359792835,-0.015123527324552197,-0.0056071338218452015,-0.007214113067371531,-0.0023480150010183262,-0.007082502313428354,-0.010997436616800978,-0.005438484068270942,-0.005264594822366066,-0.013643892697220383,-0.00907657134015202,-0.004504244178627108,-0.0042936561318913415,-0.0045042441786271184,-0.004293656131891338,-0.0035898935979283594,-0.01289113462938014,1.0,-0.00508492836180921,-0.0038386254654179082,-0.008195010236804082,-0.004705595310130284,-0.005264594822366082,-0.005771003652180626,-0.0038386254654178957,-0.004293656131891343,-0.014293161536330732,-0.004504244178627118,-0.0035898935979283525,-0.02380210063441913,-0.0035898935979283603,-0.003589893597928345,-0.007960472671520353,-0.0038386254654178974,-0.011686254603677539,-0.017849060873086856,-0.004504244178627126,-0.0038386254654178974,-0.00407239819004524,-0.010361787962692597,-0.011260077657531427,-0.004504244178627111,-0.0035898935979283538,-0.013935508703678387,-0.004293656131891337,-0.00928483457718391,-0.0038386254654179,-0.004072398190045239,-0.006672882482112599,-0.0035898935979283503,-0.005607133821845219,-0.007719260825465261,-0.004072398190045241,-0.004072398190045292,-0.004504244178627134,-0.010078433798703363,-0.003589893597928341,-0.004072398190045249,-0.005930490000101179,-0.016113644808972614,-0.005438484068270954,-0.004705595310130249,-0.006237648832870896,-0.007470726965866073,-0.007960472671520355,-0.003838625465417895,-0.0056071338218452215,-0.004504244178627108,-0.004898848851338746,-0.005084928361809224,-0.00988547026331484,-0.004293656131891345,-0.004898848851338784,-0.004293656131891357,-0.004705595310130262,-0.004293656131891359,-0.004705595310130258,-0.014293161536330583,-0.0062376488328709226
김성태,-0.021911514982758347,-0.017490385342061977,-0.011464000806698852,-0.0063492063492063665,0.03639685790702151,0.002420924495177643,-0.021332430571837573,-0.029469681690746822,-0.011333301136500858,-0.0940699927804832,-0.02890219168840462,-0.014381047912516532,-0.06833469354147065,-0.00611686144181103,0.0758594099934017,-0.02774868741515593,0.11689063227401902,-0.006116861441811075,-0.03089531347380715,-0.015999761865781618,0.014017720973136496,0.021998072829765923,-0.013509226807067797,-0.013731755773948315,-0.019468226430003482,-0.007788530487712191,-0.014696241911602926,-0.0023932709661028916,0.011499422788863128,-0.00867615054453787,0.02367031667022669,-0.018883726353477695,0.06846179536796237,-0.0029318076267239694,-0.0029318076267239677,0.030086940825014695,0.004869535924576966,-0.009328191807207144,-0.00979020108545266,-0.011848146837896431,-0.010932581197619515,-0.0023932709661029054,-0.009939704167379361,0.06208640118549686,-0.0016919165944252693,-0.02722731274184734,-0.0176693756830719,0.020804683684560288,-0.004793032161535667,-0.01023255537248408,-0.004482457490675884,-0.018883726353477622,-0.0070012490106827335,-0.009007775376987045,-0.0029318076267239816,-0.008843441924261095,0.020275795634970544,-0.0067906674626263255,-0.0065735437146399985,-0.017036206604542997,-0.011333301136500858,-0.005624145258781965,-0.005361198198712441,-0.005624145258781941,-0.00536119819871245,-0.004482457490675844,-0.01609628848501847,-0.00508492836180921,1.0,-0.0047930321615356816,-0.01023255537248406,-0.00587555880713422,-0.006573543714639981,-0.007205862191671363,-0.004793032161535695,-0.005361198198712431,-0.017846904719108693,-0.005624145258781952,-0.004482457490675861,-0.029720074250708363,-0.004482457490675849,-0.004482457490675878,-0.009939704167379363,-0.004793032161535678,-0.014591836236157204,-0.02228691587357027,-0.005624145258781961,-0.0047930321615357,-0.005084928361809226,-0.012938064263790378,-0.01405969788929699,-0.005624145258781948,-0.004482457490675883,-0.01740032780114419,-0.005361198198712447,-0.011593345363829683,-0.004793032161535696,-0.005084928361809214,-0.008331977327574933,-0.004482457490675876,-0.007001249010682689,-0.009638519238997863,-0.005084928361809212,-0.005084928361809194,-0.005624145258781947,-0.012584259071452459,-0.0044824574906758815,-0.005084928361809219,-0.007405002014453159,-0.02012001913308837,-0.006790667462626304,-0.005875558807134225,-0.0077885304877122015,-0.009328191807207129,-0.00993970416737932,-0.004793032161535705,-0.007001249010682694,-0.00562414525878193,-0.006116861441811074,-0.006349206349206331,-0.012343318547441143,-0.005361198198712438,-0.006116861441811058,-0.005361198198712461,-0.005875558807134212,-0.0053611981987123905,-0.005875558807134214,-0.017846904719108624,-0.0077885304877121945
