,19대 대선,20대 대통령 선거,4.15 총선,4.7 재보선,6.13 지방선거,IT/과학,경제,국제,국회의원 선거,기타,대통령 선거,문화,사회,새정부,정치,정치인(공직자)과 관련된 사실,정치인(공직자)의 발언,지방 선거,코로나 바이러스,코로나백신,JTBC,KBS,MBC,MBN,SBS,TV조선,YTN,국민일보,노컷뉴스,뉴스1,뉴스톱,뉴스포스트,뉴시스,동아사이언스,동아일보,매일경제,머니투데이,문화일보,서울신문,세계일보,시사위크,시사저널,아시아경제,아이뉴스24,에너지경제,연합뉴스,오마이뉴스,이데일리,전북일보,조선일보,중부일보,중앙일보,채널A,파이낸셜뉴스,한겨레,한국경제신문,한국일보,SNS 등 온라인 매체,SNS 이용자,"SNS, 온라인 커뮤니티","SNS, 인터넷 커뮤니티","SNS, 인터넷 커뮤니티, 유튜브","SNS, 인터넷 커뮤니티, 유튜브, 언론사 자체 제보",SNS와 커뮤니티 이용자,가로세로연구소,강효상,관련인 없음,김문수,김성태,김진태,나경원,네이버 카페 이용자,네이버뉴스 댓글 이용자,다수 언론 매체,"다수 언론 매체, 온라인 커뮤니티",더불어민주당,문재인,민경욱,박원순,발언인 없음,배현진,보수 유튜버,심상정,심재철,안철수,언론 보도,언론 보도 및 온라인 커뮤니티 이용자,언론보도,언론보도 및 댓글,언론사 자체 문제 제기,언론사 자체 문제제기,오세훈,온라인 뉴스 댓글 이용자,온라인 커뮤니티,온라인 커뮤니티 및 기사 댓글,온라인 커뮤니티 이용자,"온라인 커뮤니티, 언론 보도",원희룡,유승민,유튜버 및 온라인 커뮤니티 이용자,유튜브 이용자,윤석열,이낙연,이명박,이언주,이재명,이준석,이해찬,인터넷 뉴스 댓글 이용자,인터넷 루머,인터넷 이용자,인터넷 커뮤니티,인터넷 커뮤니티 및 SNS,인터넷 커뮤니티 이용자,자유한국당,전광훈,전두환,조국,주호영,청와대,청와대 국민청원,추미애,트럼프,페이스북 이용자,하태경,한국유치원총연합회,홍남기,홍준표,황교안
YTN,-0.011187458389730103,0.019839789482503072,0.045162417020294825,-0.014696241911602919,-0.023007016773338006,0.013714777612990144,-0.03743857714403595,0.024977206852592294,0.046258440447289745,0.012787450111120957,0.004038643567608066,0.02453221708266712,0.03781477165474493,-0.014158442889456346,-0.001481952718622687,0.04152504327080393,-0.02801151200582556,-0.014158442889456323,0.09339471886858548,0.015325625347214438,-0.03658367031363156,-0.05124028341694982,-0.031269241268272324,-0.03178431974418664,-0.04506228801981838,-0.018027785188871805,1.0,-0.005539604029763578,-0.038791004944185054,-0.020082322144082183,-0.04983790497353697,-0.043709370182607,-0.014158442889456323,-0.0067861322739973425,-0.00678613227399733,-0.02592694542547274,-0.04544306249496267,-0.021591574734956438,-0.022660968253620472,-0.027424409061092298,-0.0253051876347571,-0.0055396040297635615,-0.02300701677333799,-0.028850628590719848,-0.003916208451633833,-0.06302192000848639,-0.0408985635658034,-0.05227431177029974,-0.011094230721423399,-0.023684867187643798,-0.010375356543528263,-0.04370937018260697,-0.01620549774023732,-0.02084992024902907,-0.006786132273997341,-0.020469544491398983,-0.03178431974418666,-0.01571807345409111,-0.015215506211878253,0.05942514828601838,-0.026232717287552016,0.022955728907826198,-0.012409340842131645,0.022955728907826194,0.13847464452055383,0.03467927392631364,-0.03725740453912798,-0.011769870626060197,-0.014696241911602926,-0.011094230721423409,0.09630764488857019,-0.01359990979129022,-0.01521550621187826,0.011487513016716794,0.03106004662590282,-0.01240934084213165,-0.029463302455284637,-0.013017973384875994,-0.010375356543528263,-0.06879181062902594,-0.010375356543528266,0.07973390439615555,-0.002437890979608362,-0.01109423072142342,-0.03377511195361695,0.05555006277404557,0.058929431200528494,-0.011094230721423404,-0.011769870626060212,0.001993600838053979,0.026515114203307932,0.022955728907826163,0.03467927392631366,-0.01603275484715234,-0.012409340842131649,0.044095739297541486,0.07321432397322902,-0.011769870626060212,-0.01928567881926493,-0.01037535654352826,0.04174776492791194,-0.022309876638937368,-0.011769870626060198,-0.011769870626060192,0.02295572890782614,-0.012731605064836301,-0.01037535654352827,0.027982553908532798,-0.017140047901248852,-0.03592713255216511,-0.015718073454091142,-0.013599909791290233,0.008067228075385548,0.022163406394603707,-0.023007016773338072,0.03106004662590282,-0.016205497740237305,-0.013017973384876001,0.018947547386311384,-0.014696241911602915,-0.011869277318180339,-0.01240934084213164,-0.014158442889456332,-0.012409340842131644,-0.013599909791290249,-0.012409340842131593,-0.013599909791290235,0.006075237940589577,0.008067228075385574
국민일보,-0.008259330339471413,-0.006592828949454642,-0.004321242495053281,-0.002393270966102912,-0.003746673849781949,-0.00785340645764094,0.026021483031329833,-0.011108307037394526,-0.0042719765382139415,0.025441385667879388,-0.010894397255374461,-0.005420794747907799,-0.03004885081834406,-0.0023056908355468175,-0.031548768522073646,-0.010459595150259801,-0.020474446236996242,-0.0023056908355468227,-0.011645684934267951,-0.006030953072224859,-0.0059576207660251845,-0.008344438213135963,-0.005092170345967068,-0.005176050454166511,-0.007338356719540082,-0.0029358100618636965,-0.005539604029763578,1.0,-0.006317083403858217,-0.0032703897233353862,-0.008116062031504246,-0.007118035157143654,-0.002305690835546805,-0.0011051160862199081,-0.0011051160862199179,-0.004222181840755436,-0.00740036553114491,-0.003516170272402389,-0.0036903201315943985,-0.004466042568108691,-0.004120929093459982,-0.0009021199819576047,-0.0037466738497819656,-0.0046983012511160405,-0.000637751340844649,-0.010263068088535528,-0.0066602976003050434,-0.008512828884103754,-0.001806686392108626,-0.003857061234915983,-0.0016896183206529544,-0.007118035157143643,-0.0026390520424364803,-0.003395392446429854,-0.001105116086219914,-0.0033334485656458333,-0.005176050454166505,-0.0025596753964052176,-0.002477832732373334,-0.00642163073567139,-0.004271976538213948,-0.002119966310225635,-0.002020850998819017,-0.0021199663102256347,-0.00202085099881902,-0.001689618320652948,0.14868464667059145,-0.001916713797552396,-0.0023932709661028916,-0.0018066863921086247,-0.0038570612349159853,-0.0022147341776822603,-0.002477832732373334,-0.0027161789711278523,-0.0018066863921086338,-0.002020850998819018,-0.006727215426600021,-0.0021199663102256304,-0.0016896183206529382,-0.011202690053306232,-0.0016896183206529414,-0.0016896183206529477,-0.00374667384978198,-0.0018066863921086334,-0.005500249335964436,-0.008400834017760464,-0.0021199663102256312,-0.0018066863921086342,-0.001916713797552419,-0.004876876235716251,-0.0052996650132246725,-0.0021199663102256386,-0.0016896183206529458,-0.006558882644026398,-0.002020850998819018,-0.004369997655333009,-0.0018066863921086345,-0.0019167137975524186,-0.003140657009959243,-0.0016896183206529475,-0.002639052042436487,-0.0036331451495195725,-0.0019167137975524145,-0.0019167137975524007,-0.002119966310225624,-0.004743512843835828,-0.001689618320652952,-0.0019167137975524128,-0.002791242771207062,-0.007584043576513171,-0.002559675396405214,-0.0022147341776822694,-0.002935810061863697,-0.0035161702724023996,-0.003746673849781968,-0.001806686392108628,-0.0026390520424364678,-0.0021199663102256373,-0.002305690835546818,-0.0023932709661028933,-0.0046526926800296835,-0.0020208509988190165,-0.00230569083554681,-0.002020850998819013,-0.0022147341776822694,-0.0020208509988190065,-0.0022147341776822677,-0.006727215426600031,-0.0029358100618637
노컷뉴스,-0.05783585294412587,-0.024797238560792145,0.001487934844484635,-0.016758848715552506,0.04662724574003501,-0.018424511434229775,-0.0013287712513177351,0.0047419011835561535,0.0021842763326602177,0.019367475685383724,-0.06232755847707446,-0.012356880442989996,-0.009044650525907194,-0.01614556999397598,-0.005863413168615544,0.013207147626061054,-0.032799041248328505,-0.016145569993975976,-0.05499605081623407,-0.030639379730750555,-0.04171816168606684,-0.058431819719074796,-0.03565785641098843,-0.036245225774285954,-0.05138674718633693,-0.020557971655205853,-0.038791004944185054,-0.006317083403858217,1.0,-0.022900861369459746,-0.05683261848678238,-0.04984394832015229,-0.01614556999397599,-0.007738560975500808,-0.0077385609755008,-0.02956577325382996,-0.0518209630805818,-0.02462193645764591,-0.025841418574535608,-0.03127340481551333,-0.028856752211920272,-0.006317083403858224,-0.0262360347509071,-0.03289979321303437,-0.00446584544363567,-0.07186700038953549,-0.04663864705041105,-0.05961097319556347,-0.01265129788922282,-0.027009020975103323,-0.0118315302462208,-0.049843948320152084,-0.018479927495916072,-0.023776191307040184,-0.007738560975500781,-0.023342430090020915,-0.03624522577428599,-0.017924093567695212,-0.017350991380598802,-0.023080430344483403,0.0021842763326601605,0.017012928595558363,-0.014150982753544485,-0.014845036428529374,0.019254369087003582,0.06796836524424718,-0.04248645401736458,0.09219133201761882,0.011499422788863128,0.02468012500464063,0.026123086776452,-0.015508647183974841,0.03726156163152694,-0.019020007807815983,0.02468012500464075,-0.01415098275354453,-0.04710723825597653,0.017012928595558318,-0.011831530246220832,0.0923874999942594,-0.011831530246220861,-0.011831530246220785,0.01019560549456394,-0.012651297889222798,-0.03851542421431036,0.010176316950200838,0.04887089361964619,-0.012651297889222783,-0.013421763360334786,-0.03415026221286102,-0.037110835111313314,-0.014845036428529383,-0.011831530246220788,-0.013724365550185084,-0.014150982753544485,0.0008067754575913071,-0.012651297889222785,0.021782601765649716,-0.021992409736642987,-0.011831530246220818,-0.018479927495916013,-0.025441051508508374,-0.013421763360334755,-0.013421763360334758,0.017012928595558318,-0.03321638680118705,-0.011831530246220787,-0.013421763360334736,-0.019545641088526525,0.09771004934091602,-0.0179240935676952,-0.015508647183974876,-0.0205579716552058,0.014127054322152936,-0.008020214628171509,-0.012651297889222785,-0.018479927495916044,0.017012928595558332,-0.016145569993975945,-0.016758848715552447,-0.01778992234389773,-0.014150982753544511,-0.01614556999397602,0.019254369087003585,-0.015508647183974858,0.019254369087003564,-0.015508647183974872,-0.005143785148785845,0.04877050722458407
뉴스1,-0.029941947417266173,-0.023900501568778893,-0.015665485002555483,-0.008676150544537863,0.020512098658559817,0.10842187422462578,0.005678305435112104,0.049835886936061106,-0.015486884725230913,0.04977371153713116,-0.03949466316952112,-0.019651611526659833,-0.04192785249172349,0.04651664411128815,-0.07244205265158751,-0.010950155307096997,-0.04722972747926182,-0.008358652689853991,0.007480581442470427,0.021531122480875953,-0.021597727706306524,-0.030250482779495432,-0.0184602734691522,-0.01876435790285737,-0.026603208976343256,-0.010642977927557959,-0.020082322144082183,-0.0032703897233353862,-0.022900861369459746,1.0,-0.02942256727778772,-0.025804493297829054,-0.008358652689853993,-0.004006296683090349,-0.004006296683090371,-0.015306367643133324,-0.02682800499492691,-0.012746915437355472,-0.013378248210393007,-0.016190418138202278,-0.014939303448971576,-0.00327038972333539,-0.01358254323158572,-0.017032408588756907,-0.002311993385420569,-0.03720595162275839,-0.024145090744056647,-0.030860937187836415,-0.006549648304231505,-0.013982722561551246,-0.0061252499697787505,-0.025804493297829082,-0.009567162740595572,-0.012309068400633998,-0.004006296683090336,-0.012084507771015784,-0.018764357902857413,-0.009279404379573404,-0.008982706143492447,-0.02327986918039622,0.014552798146523854,0.051943353803357954,0.05519892097291714,-0.007685359124552686,-0.00732604362070364,-0.0061252499697787505,0.08589126798275507,-0.006948522626101454,-0.00867615054453787,-0.006549648304231514,-0.013982722561551145,-0.008028914157177146,-0.008982706143492468,-0.009846765365556112,-0.0065496483042315045,-0.0073260436207036395,-0.024387683055279233,-0.007685359124552707,0.06855568235406234,-0.04061229454705319,-0.00612524996977877,-0.0061252499697787635,-0.013582543231585708,-0.0065496483042315,-0.019939652445217598,0.017977575956308126,-0.007685359124552699,-0.006549648304231492,-0.006948522626101388,-0.017679783445939186,-0.019212488740976145,-0.007685359124552697,-0.00612524996977875,-0.023777438505507852,0.05519892097291719,-0.015842233526396462,-0.006549648304231497,-0.006948522626101388,-0.011385594616365293,-0.006125249969778767,-0.009567162740595585,-0.013170975921175217,-0.00694852262610141,-0.006948522626101445,-0.007685359124552699,-0.017196310875773498,-0.0061252499697787574,-0.0069485226261013985,-0.010118888680950235,0.1312916234618524,-0.009279404379573395,-0.008028914157177125,-0.01064297792755792,-0.012746915437355474,0.020512098658559876,-0.006549648304231492,-0.00956716274059561,-0.007685359124552699,-0.008358652689853988,-0.00867615054453788,-0.016867067165043718,-0.007326043620703648,0.10139194091242998,-0.0073260436207036655,-0.008028914157177101,0.05519892097291713,-0.008028914157177113,-0.0243876830552792,-0.01064297792755796
뉴스톱,-0.07430634362889574,-0.0422225803775164,-0.02618100105365767,0.0010694420182331542,-0.004569622451865977,0.0024647645359634064,-0.11868194806051156,-0.022931338370872606,-0.0255972650420146,0.01117971455580752,-0.08684771498152798,-0.028292490424357577,-0.077071089511947,-0.020743504435143268,-0.0007476778764243163,-0.036482455837608854,0.023430661223627178,0.0027052150460502877,-0.030443515861480697,0.0013704571136440437,-0.05359865723438839,-0.07507202978577764,-0.04581249859156511,-0.04656713896642798,-0.0660206619255359,-0.02641246957316596,-0.04983790497353697,-0.008116062031504246,-0.05683261848678238,-0.02942256727778772,1.0,-0.06403850489204768,-0.020743504435143292,-0.009942347899567532,-0.009942347899567503,-0.037985512363334716,-0.06657853379574172,-0.03163377002493907,-0.03320053618492701,-0.04017944313732349,-0.03707457635222148,-0.008116062031504265,-0.033707531132011255,-0.04226899432379961,-0.005737628637532429,-0.09233328039065763,-0.05992039812160515,-0.07658698251760306,-0.01625413373286466,-0.03470064832613351,-0.015200912710333752,-0.06403850489204765,-0.02374264012454727,-0.030547173621768547,-0.009942347899567496,-0.02998988591174108,-0.04656713896642809,-0.0018777390816543012,-0.00045273353639905476,0.0034947122644448706,-0.03843349806534334,0.006407292950032325,-0.018180898761660756,-0.019072605000006623,0.08868907303204902,0.01671093715175766,0.04683645461033202,-0.017244012313992377,0.02367031667022669,0.013603418215170587,-0.034700648326133475,-0.019925198786037594,-0.022292205650953884,-0.02443652447483096,-0.016254133732864596,-0.01818089876166084,-0.04374131729570421,0.006407292950032334,-0.015200912710333797,-0.10078673481441908,0.016710937151757674,-0.015200912710333775,-0.033707531132011345,0.013603418215170613,-0.01918454783502544,0.09688439499086192,0.03188719090007132,0.013603418215170629,0.03906866366062,-0.04387557180936285,-0.047679256477821466,0.006407292950032339,-0.015200912710333733,-0.02466566242693743,0.035254087135194026,-0.001635781615643905,0.0136034182151706,0.010912325673313811,-0.010954427874205893,0.01671093715175762,-0.0032187139709164117,-0.017675686417715646,0.010912325673313818,0.010912325673313794,0.031887190900071284,-0.007834877836627372,0.016710937151757643,0.010912325673313822,-0.005689334583485526,0.0373142116197799,-0.023028515844044695,-0.019925198786037532,-0.00792957143918446,-0.0006424518415660579,0.03913724056835201,0.04346097016320586,-0.02374264012454727,-0.01907260500000662,0.09650009297082435,0.023670316670226687,0.04094707620891308,0.008536594186766635,0.002705215046050282,0.03525408713519402,0.028876143494555556,-0.018180898761660822,-0.019925198786037646,0.01499259362702864,0.06600202109674125
뉴스포스트,-0.06516894083561459,0.3316016569090886,-0.019847643401008894,-0.01888372635347767,-0.02956253793118183,-0.04555370965783418,0.029937825849472317,0.06668073038341729,-0.019301226644564438,-0.11689259673937813,0.16465883851258678,-0.019791076846073768,0.015960244805355853,-0.01819268917346461,0.08084190338391863,-0.08252978262101886,0.18367332585595597,-0.01819268917346458,0.08090854716473571,0.07727847161173573,-0.04700766518160255,-0.06584047106331165,-0.04017896540779802,-0.04084080814611422,-0.057902144027447616,-0.023164545352043854,-0.043709370182607,-0.007118035157143654,-0.04984394832015229,-0.025804493297829054,-0.06403850489204768,1.0,-0.018192689173464553,-0.00871974383869488,-0.008719743838694874,-0.03331445859023552,-0.05839141475626829,-0.027743785879958294,-0.029117887823305502,-0.035238603122518745,-0.03251553978850094,-0.007118035157143624,-0.029562537931181826,-0.03707120355734195,-0.005032076172170445,-0.080979116897322,-0.0525520256996577,-0.06716913104209037,-0.014255373469342582,-0.03043353214925038,-0.013331666351590568,-0.05616373155640181,-0.020823023095920497,-0.02679080753043717,-0.008719743838694878,-0.026302049127997457,-0.0408408081461142,0.02727840108375409,-0.019550947607081797,0.03773825379925663,0.038323289903418614,0.04046501829761998,0.1939504524480821,-0.016727259156149938,-0.015945205454520835,-0.01333166635159059,-0.047873370361591686,-0.015123527324552197,-0.018883726353477695,-0.014255373469342579,-0.030433532149250396,-0.01747501003831092,0.004959534166994201,-0.02143158093852183,-0.01425537346934258,-0.01594520545452082,-0.05308003023312775,-0.01672725915614995,-0.013331666351590587,-0.07612560976660773,0.022483064440394288,0.022483064440394274,0.2156989463757446,-0.014255373469342619,0.13796093360695807,-0.05854319507532045,-0.016727259156149907,-0.014255373469342568,0.01647638523023251,-0.025785066486648373,-0.041816169289763123,-0.01672725915614993,-0.013331666351590563,-0.03248058953360782,-0.015945205454520776,-0.03448077591607712,-0.014255373469342565,0.07967621033980204,0.05288683075230419,-0.013331666351590577,-0.02082302309592055,0.1734885450486408,0.07967621033980209,-0.01512352732455219,-0.016727259156149928,0.18414992144425485,-0.013331666351590585,-0.01512352732455224,-0.022023859990841714,-0.0598406973469162,-0.02019671421416775,-0.017475010038310885,-0.02316454535204384,-0.010352977725261336,-0.02956253793118195,-0.014255373469342565,-0.020823023095920466,-0.016727259156149962,-0.01819268917346458,-0.018883726353477664,0.003117113140538165,0.04402498251765146,-0.01819268917346459,-0.01594520545452078,0.03729483074560419,-0.015945205454520783,-0.01747501003831092,-0.0154130692202367,-0.0024211530452701454
뉴시스,-0.021109677927927884,-0.016850336532950937,-0.01104448345928346,-0.006116861441811063,0.08657367833463996,0.004055757511018318,-0.0038096678200938497,0.026060083559733608,-0.010918566655021547,0.029104851517333555,-0.02784453555281501,0.019929572758869758,-0.0649904491762354,0.14885975312086,-0.009687611826381804,0.011293081492764794,-0.03964186918005304,-0.005893019038984578,-0.02976472039599394,-0.01541426141350589,-0.015226834430692495,-0.02132720159248019,-0.013014865798961273,-0.013229251468969834,-0.018755799865446492,-0.00750351448801345,-0.014158442889456323,-0.002305690835546805,-0.01614556999397599,-0.008358652689853993,-0.020743504435143292,-0.018192689173464553,1.0,-0.0028245201117076965,-0.002824520111707707,-0.01079129846466417,-0.01891428560071452,-0.0089868329440034,-0.009431935305531276,-0.011414571926568992,-0.010532510790982014,-0.002305690835546809,-0.009575967423401116,-0.012008192207237384,-0.0016300020522240248,-0.026230947667271177,-0.01702277684362336,-0.02175758428503449,-0.004617634394875623,-0.009858101936940311,-0.0043184249938104,-0.018192689173464623,-0.006745043043579153,-0.008678141936097951,-0.0028245201117076957,-0.008519822154806777,-0.01322925146896987,-0.006542167584692214,-0.006332989333252174,-0.0164127781588138,-0.010918566655021512,-0.005418333471062568,-0.005165008780618737,-0.005418333471062567,-0.005165008780618736,-0.004318424993810408,0.04534261239725207,-0.004898848851338798,0.06846179536796237,-0.0046176343948756285,-0.009858101936940257,-0.005660546710841322,-0.006332989333252189,-0.006942168543750077,-0.004617634394875624,-0.0051650087806187316,0.010493464181529268,-0.005418333471062573,-0.0043184249938104215,0.007436482189816189,-0.004318424993810433,-0.004318424993810416,-0.009575967423401131,-0.0046176343948756155,-0.01405785786901204,0.024056519491310387,-0.005418333471062579,-0.004617634394875618,-0.004898848851338745,-0.01246460456222931,-0.013545192764652061,-0.0054183334710625666,-0.0043184249938104,-0.016763574586766437,-0.005165008780618746,-0.011169094739923389,-0.00461763439487562,-0.004898848851338744,-0.008027074258731202,-0.0043184249938104146,-0.00674504304357915,-0.009285804153545834,-0.004898848851338759,-0.004898848851338802,-0.0054183334710625666,-0.01212374663134871,-0.004318424993810407,-0.004898848851338784,-0.007134020979551815,0.0801246931564959,-0.006542167584692202,-0.005660546710841294,-0.007503514488013418,0.04214594219123657,-0.00957596742340114,-0.004617634394875623,-0.0067450430435791854,-0.005418333471062565,-0.005893019038984581,-0.006116861441811082,-0.01189162316267633,-0.005165008780618732,-0.005893019038984597,-0.005165008780618757,-0.005660546710841296,-0.0051650087806187454,-0.005660546710841298,-0.01719380932478874,-0.007503514488013434
동아사이언스,-0.010117854611475675,-0.00807635510958127,-0.005293613587161304,-0.0029318076267239816,-0.004589754826435176,0.14071805555724107,-0.01680501087629431,0.024089910589965756,-0.005233261746502564,0.031166236331765275,-0.013345867398323783,-0.006640588387156323,-0.012281213775968861,-0.002824520111707685,-0.03864790969213955,-0.012813225609765107,-0.02508163032133431,-0.0028245201117076974,-0.014266210718424448,-0.0073880452585588785,-0.007298211630170593,-0.010222113559433529,-0.006238016533996638,-0.006340771443253706,-0.00898964241938813,-0.0035964295108633776,-0.0067861322739973425,-0.0011051160862199081,-0.007738560975500808,-0.004006296683090349,-0.009942347899567532,-0.00871974383869488,-0.0028245201117076965,1.0,-0.0013537906137183998,-0.005172262187385748,-0.009065604527048417,-0.004307383061716459,-0.004520720327994905,-0.005470996743747728,-0.005048225427256206,-0.001105116086219914,-0.004589754826435206,-0.005755518550036413,-0.0007812589011124051,-0.012572475796400197,-0.008159005635965328,-0.01042839569814863,-0.0022132290987959815,-0.004724981711403042,-0.00206981823157666,-0.008719743838694881,-0.003232894651262851,-0.004159427666635566,-0.0013537906137184093,-0.0040835451006061944,-0.006340771443253697,-0.0031356565785521837,-0.0030353975815566327,-0.00786663367144904,-0.005233261746502559,-0.0025970036342513243,-0.00247558527835983,-0.002597003634251315,-0.0024755852783598237,-0.0020698182315766526,0.11895035524381839,-0.002348015001018339,-0.0029318076267239694,-0.0022132290987959603,-0.004724981711403059,-0.002713096279218364,-0.0030353975815566162,-0.0033273767725795858,-0.002213229098795976,-0.002475585278359826,-0.008240981390601584,-0.002597003634251316,-0.002069818231576662,0.023733440152422656,-0.0020698182315766647,-0.0020698182315766547,-0.004589754826435205,-0.0022132290987959685,-0.006737921940498992,-0.010291199614650618,-0.002597003634251324,-0.002213229098795976,-0.00234801500101833,-0.005974276688671026,-0.0064922018964509555,-0.0025970036342513178,-0.002069818231576653,-0.00803477016639545,-0.0024755852783598336,-0.005353339691215065,-0.002213229098795976,-0.0023480150010183297,-0.003847371361261351,-0.002069818231576658,-0.0032328946512628493,-0.004450679763897108,-0.0023480150010183254,-0.002348015001018326,-0.002597003634251315,-0.0058109037087708685,-0.002069818231576656,-0.0023480150010183284,-0.0034193315176461224,-0.009290614023214749,-0.003135656578552179,-0.002713096279218367,-0.00359642951086339,-0.0043073830617164684,-0.004589754826435207,-0.002213229098795976,-0.0032328946512628427,-0.002597003634251309,-0.0028245201117076926,-0.0029318076267239646,-0.005699647084394268,-0.0024755852783598263,-0.0028245201117077005,-0.0024755852783598345,-0.00271309627921836,-0.0024755852783598362,-0.002713096279218363,-0.008240981390601566,-0.003596429510863389
동아일보,0.13380214143252697,-0.00807635510958126,-0.005293613587161297,-0.0029318076267239785,-0.004589754826435174,-0.009620589258126293,0.015649574967480307,-0.01360791141224435,-0.005233261746502556,-0.04343773175905112,0.10143893786090251,-0.0066405883871563315,-0.012281213775968839,-0.0028245201117077542,0.035028818492446157,-0.012813225609765083,0.05397538343298519,-0.0028245201117076926,-0.014266210718424415,-0.007388045258558867,-0.007298211630170644,-0.010222113559433523,-0.006238016533996643,-0.0063407714432536936,-0.008989642419388115,-0.0035964295108633754,-0.00678613227399733,-0.0011051160862199179,-0.0077385609755008,-0.004006296683090371,-0.009942347899567503,-0.008719743838694874,-0.002824520111707707,-0.0013537906137183998,1.0,-0.005172262187385743,-0.009065604527048406,-0.0043073830617164615,-0.004520720327994912,-0.005470996743747722,-0.005048225427256198,-0.0011051160862199127,-0.004589754826435196,-0.0057555185500364585,-0.0007812589011124043,-0.012572475796400187,-0.008159005635965326,-0.010428395698148612,-0.0022132290987959802,-0.004724981711403116,-0.0020698182315766573,-0.008719743838694892,-0.0032328946512628475,-0.00415942766663556,-0.001353790613718409,-0.00408354510060619,-0.006340771443253714,-0.0031356565785521815,-0.0030353975815566293,-0.007866633671449026,-0.0052332617465025546,-0.0025970036342513195,-0.0024755852783598267,-0.002597003634251313,-0.00247558527835982,-0.0020698182315766534,-0.007432617361416563,-0.002348015001018331,-0.0029318076267239677,-0.0022132290987959594,-0.004724981711403055,-0.0027130962792183597,-0.0030353975815566136,-0.0033273767725795823,-0.002213229098795973,-0.002475585278359824,0.04926448309287311,-0.0025970036342513117,-0.0020698182315766534,-0.013723532605917205,-0.0020698182315766604,-0.0020698182315766534,-0.004589754826435204,-0.0022132290987959685,0.0624817483649051,-0.010291199614650599,-0.00259700363425132,-0.0022132290987959733,-0.0023480150010183267,-0.005974276688671022,-0.00649220189645095,-0.0025970036342513126,-0.00206981823157665,-0.00803477016639544,-0.0024755852783598293,-0.0053533396912150595,-0.0022132290987959737,-0.0023480150010183275,0.11472647656428006,-0.0020698182315766578,-0.0032328946512628475,-0.004450679763897102,-0.002348015001018323,-0.002348015001018336,-0.0025970036342513147,-0.005810903708770861,-0.002069818231576653,-0.0023480150010183254,-0.003419331517646119,-0.009290614023214756,-0.003135656578552175,-0.002713096279218364,-0.0035964295108633854,-0.004307383061716462,-0.004589754826435197,-0.0022132290987959746,-0.003232894651262848,-0.002597003634251312,-0.0028245201117076905,-0.0029318076267239746,-0.005699647084394253,-0.0024755852783598232,-0.002824520111707696,-0.0024755852783598297,-0.002713096279218358,-0.002475585278359836,-0.002713096279218359,-0.008240981390601563,-0.003596429510863383
매일경제,0.0764304089189135,-0.015245256057688955,0.0029683741437725674,-0.011201198748706776,-0.017535514796440978,-0.02339852315320343,0.08285930333678707,0.1087847531612219,0.0034556369606786857,-0.11955695396377812,0.05099811511863091,-0.025370883701536673,-0.04910077207702669,0.24623079054882263,0.1010991981678469,0.0036762878697699734,0.12192594611237968,-0.010791298464664216,-0.05450516609323469,-0.02822660073301938,-0.027883384378466193,-0.03905437879599498,-0.023832826669153553,-0.024225409780849767,-0.03434562708054898,-0.013740438277633141,-0.02592694542547274,-0.004222181840755436,-0.02956577325382996,-0.015306367643133324,-0.037985512363334716,-0.03331445859023552,-0.01079129846466417,-0.005172262187385748,-0.005172262187385743,1.0,-0.03463584621277226,-0.0164566915377772,-0.017271763133303836,-0.020902367986784503,-0.019287137335868464,-0.004222181840755429,-0.01753551479644099,-0.02198940564625794,-0.002984860311361826,-0.048034120272804015,-0.031172114734685622,-0.03984249572870051,-0.00845581367142303,-0.01805215961340872,-0.007907901314621178,-0.03331445859023544,-0.012351525111110435,-0.01589141645931083,-0.005172262187385764,-0.01560150122206641,-0.02422540978084973,-0.011980019501927458,-0.011596972216881643,-0.030055084935988966,-0.019994082965150234,-0.009922054091546128,-0.00945816583241041,-0.00992205409154611,-0.009458165832410421,-0.007907901314621152,0.005290733403892359,-0.008970773679560834,0.030086940825014695,0.04608910067999447,0.059579123685339096,-0.010365595058451924,-0.01159697221688165,-0.01271250139394068,0.04608910067999458,-0.009458165832410432,0.060483845927833874,-0.009922054091546137,-0.007907901314621166,-0.04244759381937322,-0.007907901314621164,-0.007907901314621152,-0.017535514796441047,0.04608910067999464,0.011158519381374844,-0.02671578972382095,-0.009922054091546137,-0.008455813671423042,-0.008970773679560866,-0.022825188105655394,0.08982288485091015,-0.009922054091546135,-0.007907901314621171,-0.030697463473939132,-0.009458165832410425,-0.020452850079268052,-0.00845581367142303,-0.008970773679560857,0.048512995011774813,-0.007907901314621154,-0.012351525111110418,-0.01700416771818172,-0.008970773679560867,-0.008970773679560794,-0.009922054091546097,0.020231410392625805,-0.007907901314621166,0.04246629814200378,-0.013063821639507983,-0.035495512469157185,-0.011980019501927449,-0.01036559505845191,-0.013740438277633162,-0.016456691537777228,0.009079606498567637,-0.008455813671423021,-0.012351525111110394,-0.009922054091546131,0.032045716370916924,0.030086940825014754,-0.0001655595055138554,0.03935036900972609,-0.010791298464664166,-0.00945816583241042,0.03421048136539459,-0.009458165832410412,0.07878655778924101,0.045155653361152376,-0.013740438277633174
